code,market,product_name,brands,stores,categories,nutriscore_grade,nova_group,ecoscore_grade,image_url,image_front_url,image_front_small_url,energy-kcal_100g,sugars_100g,salt_100g,fat_100g,proteins_100g
8593893741058,Poland,Višně v hořké čokoládě,"Orion,Nestlé",,"Svačiny, Sladké svačiny, en:Cocoa and its products, Čokolády, Hořké čokolády",unknown,4,,,,,,,,,
8593893749030,Poland,Kokos s mandlemi,Orion,,,unknown,,,,,,,,,,
8594001021758,Poland,Magnesia,Mattoni,,"Nápoje, Voda, Pramenitá voda, Minerální vody, en:Natural mineral waters",a,1,,,,,,,,,
8594001021925,Poland,Magnesia Red jemně perlivá Grapefruit,Mattoni,,"mineralni-vody, pl:napoje, pramenita-voda, cs:voda",unknown,1,,,,,,,,,
85909311,Poland,Margot Tyčinka s kokosem,Orion,,,unknown,,,,,,,,,,
8690105000429,Poland,Caykur Gray Tea,Caykur,,"Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Beverage preparations, Teas, Herbal teas, Flavored teas, Teas with bergamot, en:bergamot-flavored-black-teas",unknown,4,,,,,,,,,
8711299020540,Poland,Wasabi peanuts,Snacks of The World,Action,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Légumineuses et dérivés, Snacks, Légumineuses, Snacks salés, Fruits à coques et dérivés, Fruits à coques, Cacahuètes, Cacahuètes enrobées d'un biscuit pour apéritif, Cacahuètes au wasabi",d,4,,,,,,,,,
8712000900045,Poland,Heineken Beer,Heineken Bier,,"Boissons, Boissons alcoolisées, Bières",not-applicable,3,,,,,,,,,
8712100868306,Poland,Knorr Goracy Kubek Cheese Soup With Croutons 22 G,Knorr,,,unknown,,,,,,,,,,
8712566386901,Poland,Delma Extra Margaryna z jogurtem,Delma,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Smarowidła, Roślinne smarowidła, Słone smarowidła, Tłuszcze do smarowania, Tłuszcze roślinne, Margaryny",c,2,,,,,,,,,
8714065110650,Poland,Pâtisserie Danoise à la Cannelle,Patisserie,Action,"Przekąski,Słodkie przekąski,en:Biscuits and cakes,en:Pastries",e,4,,,,,,,,,
8714065110759,Poland,Pâte feuilletée fourrée d'abricot,Patisserie,Action,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Céréales et pommes de terre, Snacks sucrés, Céréales et dérivés, Biscuits et gâteaux, Biscuits, Pâtes à tarte, Pâtes feuilletées, Biscuits feuilletés",e,4,,,,,,,,,
8714100289983,Poland,Magnum Crème Glacée en Pot Amande 440ml,Magnum,"Żabka,Hofer","Desserts,Frozen foods,Frozen desserts,Ice creams and sorbets,Ice creams,Ice cream tubs,Luxury ice cream in a cup,fr:Glace Pot",e,4,,,,,,,,,
8714100636220,Poland,Praliné,Magnum,,"Desery,Produkty mrożone,Mrożone desery,Lody i sorbety,Lody",e,4,,,,,,,,,
8714100637487,Poland,Magnum Praliné Noisette,"Magnum, Unilever, num","Magasins U,Lidl","Desserts, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Speiseeis, Eis am Stiel",d,4,,,,,,,,,
8714100666838,Poland,Nudle ser w ziołach,Knorr,Auchan,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Posiłki,Produkty suszone,Makarony,en:Dried products to be rehydrated,Kluski,Zupy,Dania gotowe suszone,Makarony instant,Zupy w proszku,Zupy z makaronem instant,en:Dehydrated cheese soup",c,4,,,,,,,,,
8714100691038,Poland,Magnum 70%,Magnum,Polska Chata,"Postres,Congelados,Postres helados,Helados y sorbetes,Helado",e,4,,,,,,,,,
8714100862636,Poland,Mini Batonnet Double Chocolat,Magnum,"Magasins U,carrefour.fr","Desery,Produkty mrożone,Mrożone desery,Lody i sorbety,Lody,en:Ice cream bars",d,4,,,,,,,,,
8714685003332,Poland,Organic Pita Bread,Florentin,"Biocoop,Naturalia,La Vie Claire,Greenweez,Relais Vert","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Breads, Flatbreads, Special breads, Pitas",b,3,,,,,,,,,
8715017218745,Poland,Kokosoile,Valle del sole,,,unknown,,,,,,,,,,
8715035110106,Poland,Soy Sauce,Kikkoman,,,e,3,,,,,,,,,
8715035110809,Poland,Soy Sauce,Kikkoman,"toko,asian supermarket,carrefour.fr,Biedronka,Tesco","Beverages and beverages preparations,Beverages,Condiments,Sauces,Soy sauces",e,3,,,,,,,,,
8715035150805,Poland,,Kikkoman,,"Przyprawy,Sosy,Sosy sojowe,en:Groceries,en:Sauces au soja",e,3,,,,,,,,,
8715035210301,Poland,Teriyakisauce,"Kikkoman, Kikkoman - Kikkoman K.K.","Carrefour,Irma.dk","Gewürzmittel, Saucen, Teriyaki Soßen, en:Groceries, Beverages",e,3,,,,,,,,,
8715700420363,Poland,Ketchup Pikantny,Heinz,,"Sauces,Tomato sauces,Ketchup,Tomato Ketchup",e,3,,,,,,,,,
8715700420585,Poland,,Heinz,Biedronka,"Condiments, Sauces, Tomato sauces, Ketchup",d,3,,,,,,,,,
8717496041425,Poland,Himbeeren,Driscoll's,"Cora,Lidl,E Leclerc,Netto MD,Edeka","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Fruchtbasierte Lebensmittel,Früchte,Beeren,Frische Früchte,Himbeeren,Frische Himbeeren",a,1,,,,,,,,,
8717496041487,Poland,Brombeeren,Driscoll's,"Edeka,Netto MD,Rewe","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Fruchtbasierte Lebensmittel,Früchte,Beeren,Frische Früchte,Brombeeren,en:Fresh blackberries",unknown,,,,,,,,,,
8717496041647,Poland,Framboises,Driscoll's,"Cora,Lidl,Edeka,Netto MD,Kaufland,Rewe","Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Fruchtbasierte Lebensmittel,Früchte,Beeren,Frische Früchte,Himbeeren,Frische Himbeeren",a,1,,,,,,,,,
8718734820598,Poland,Dattes séchées dénoyautées,Jama Fruits,,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Produits déshydratés,Fruits,Aliments à base de plantes séchées,Fruits secs,Dattes,Dattes Deglet Nour,fromages",c,4,,,,,,,,,
8718836392412,Poland,Diet Shake Strawberry,Easy Way,,"Boissons et préparations de boissons, Boissons, Produits laitiers, Boissons lactées, Boissons édulcorées, Boissons sans alcool, Boissons avec sucre ajouté, Surgelés",e,4,,,,,,,,,
8719324585002,Poland,caramel bar,EU Vanhest,,"Snacks, Sweet snacks, Confectioneries, en:bars",d,4,,,,,,,,,
87157215,Poland,Tomato Ketchup,Heinz,,,d,3,,,,,,,,,
8722700140528,Poland,Black Tea Lemon Cytrynowa,Lipton,,"Żywność i napoje na bazie roślin,Napoje,Napoje gorące,Napoje na bazie roślin,Herbata,Czarna herbata",b,4,,,,,,,,,
8722700221906,Poland,Green tea Mandarin Orange,Lipton,,"Plant-based foods and beverages, Beverages, Hot beverages, Plant-based beverages, Teas, Green teas, en:herbal-teas",unknown,4,,,,,,,,,
8801005171410,Poland,Gochujang,Sempio,,"Condiments, Sauces, Sauces chili, en:groceries, ko:고추장",e,4,,,,,,,,,
8801043028158,Poland,Shin Kimchi Noodles,Nongshim,,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Dried products, Meals, Pastas, Dried products to be rehydrated, Noodles, Soups, Dried meals, Instant noodles, Dehydrated soups, Instant noodle soups, Dehydrated Asian-style soup with noodles",unknown,4,,,,,,,,,
8801052436012,Poland,Soy Bean Paste,Chung Jung One,"Nanuko,Kuchnie Świata","Plant-based foods and beverages, Plant-based foods, Condiments, Sauces",e,4,,,,,,,,,
8809041427409,Poland,Napój Farmer's Aloe Vera,Okf,Dino,"napoje, napoje-sztucznie-słodzone, pl:napoje, pl:napoje-bezalkoholowe, pl:napoje-słodzone",d,4,,,,,,,,,
8809125063035,Poland,"My Aloe Original Napój Z Aloesu 1,5L",Pure Plus,,"Bebidas y preparaciones de bebidas, Bebidas",e,4,,,,,,,,,
8851613101385,Poland,Coconut Milk,"AROY-D, อร่อยดี","Norma,Rewe","Beverages and beverages preparations, Plant-based foods and beverages, Beverages, Plant-based foods, Dairy substitutes, Milk substitutes, Plant-based beverages, Plant-based milk alternatives, Plant-based creams, Plant-based creams for cooking, Coconut milks and creams",e,1,,,,,,,,,
8853662056012,Poland,Sriracha Sauce,Flying Goose Brand,"Hofer,Netto Marken-Discount","Gewürzmittel,Saucen,Scharfe Saucen,Srira",c,4,,,,,,,,,
8853662056661,Poland,Sriracha sauce mayo,Flying goose brand,,,e,4,,,,,,,,,
8858135001322,Poland,Lait de coco premium saveur,"Real Thai, ThaiTan",,"Boissons et préparations de boissons, Aliments et boissons à base de végétaux, Boissons, Aliments d'origine végétale, Substituts de produits laitiers, Substituts du lait, Boissons à base de végétaux, Boissons végétales, Crèmes végétales, Crèmes végétales pour cuisiner, Laits et crèmes de coco, en:Premium saveur",d,1,,,,,,,,,
8902611010169,Poland,Rosół z kury,Winiary,sainsbury's,"Soup mix, en:soups",e,4,,,,,,,,,
8996001320846,Poland,Strong & rich coffee candy,Kopiko,sainsbury's,"Przekąski,Słodkie przekąski,Cukiernie,Cukierki,Contains caffeine",e,4,,,,,,,,,
9000331604275,Poland,Original Neapolitaner Waffeln,Männer,"Kaufland,Billa","Imbiss,Süßer Snack,Kekse und Kuchen,en:Biscuits and crackers,Kekse,Knusprige Waffeln,Gefüllte Knusprige Waffeln",e,4,,,,,,,,,
9000332813621,Poland,,Casali,,"Przekąski, Słodkie przekąski",e,4,,,,,,,,,
9002490100070,Poland,Red Bull,Red Bull,,,e,,,,,,,,,,
9002490200220,Poland,Red Bull Sugarfree,Red Bull,"Walmart,bodega aurrera,samsclub,soriana,oxxo,Woolworths,Żabka","bebidas-y-preparaciones-de-bebidas, bebidas, bebidas-endulzadas-artificialmente, bebidas-energéticas, fr:boissons, fr:boissons-gazeuses, en:boissons-édulcorées, en:boissons-énergisantes",c,4,,,,,,,,,
9020200006917,Poland,Joya soya vanille drink,Joya,,"Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, en:Dairy substitutes, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, Hülsenfruchtmilch, Ungezuckerte Getränke, Sojamilch, Vanille-Soja-Milch",c,4,,,,,,,,,
9020200017609,Poland,Kokos,Joya,Globus,"Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Lebensmittel, en:Dairy substitutes, Milchersatz, Pflanzliche Getränke, Pflanzenmilch, Pflanzliche Sahne, Pflanzliche Sahne zum Kochen, Kokos-Drinks, Kokosmilch",b,4,,,,,,,,,
90331701,Poland,,Fanta,,"en:Beverages and beverages preparations, Растителни храни и напитки, Напитки, Растителни напитки, Газирани напитки, Плодови напитки, Сода, en:Fruit sodas, Подсладени напитки",d,4,,,,,,,,,
90343759,Poland,Kropla Beskidu Gaz 0.5,,,en:waters,unknown,1,,,,,,,,,
90343766,Poland,Kropla Beskidu NGaz 0.5,Kropla Beskidu,,"Napoje, Woda, Woda źródlana, Woda mineralna, Niskozmineralizowana, Woda-niegazowana",a,1,,,,,,,,,
9120025830602,Poland,Milino Baton pufos cu umplutura cremoasa de lapte si glazura de cacao,Milino,,"Przekąski,Słodkie przekąski,Kakao i produkty na bazie kakao,en:Confectioneries,Cukierki czekoladowe,Batoniki,en:Candy chocolate bars,en:Chocolate confectionery with dairy filling",e,4,,,,,,,,,
9236274078006,Poland,Serek wiejski,Delikate,,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Produits à tartiner,Produits à tartiner salés,Fromages à tartiner",b,,,,,,,,,,
94001129,Poland,Sungold Kiwi,Zespri,"Colruyt,Costco,REWE","Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Frutas y sus productos,Frutas,Frutas frescas,Kiwis,en:Yellow kiwis,Kiwi fresco",a,1,,,,,,,,,
9901942000794,Poland,"Mleko wiejskie świeże 3,2%",Piątnica,,"Nabiał,Mleko",c,1,,,,,,,,,
0042110305330,Poland,,,,"Plant-based foods and beverages, Plant-based foods, Pastas",unknown,,,,,,,,,,
3083680004053,Poland,Guisantes,Bonduelle,,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Hülsenfrüchte und Hülsenfruchtprodukte, Konserven, Hülsenfrüchte, Gemüsebasierte Lebensmittel, Konserven-Produkte auf pflanzlicher Basis, Gemüse, Gemüsekonserven, Grüne Bohnen, Hülsenfrüchte in Dosen, Grüne Erbsen, Erbsen in Dosen, fr:petits-pois-extra-fins",a,3,,,,,,,,,
5902047140211,Poland,Natural energy drink,YABU,,"Beverages, Energy drinks",d,4,,,,,,,,,
5900928008902,Poland,Wraps lo-carb whole wheat tortilla,Pano,,"plant-based-foods-and-beverages, plant-based-foods, cereals-and-potatoes, breads, flatbreads, white-breads, wheat-breads, wheat-flatbreads, it:tortilla",unknown,4,,,,,,,,,
5900531000942,Poland,COTTAGE CHEESE WITH STRAWBERRY,PIĄTNICA,"Biedronka,EuroSPAR","Dairies, Fermented foods, Fermented milk products, Cheeses, Desserts, Dairy desserts, Fermented dairy desserts, Fermented dairy desserts with fruits, Fresh cheeses, Cottage cheeses, Fruit cottage cheeses, en:cheese-spreads",c,4,,,,,,,,,
3700389705158,Poland,Moulin long de Gros sel,A'ROM,"TJX,PINE APPLE,DU BRUIT DANS LA CUISINE,CABESTO,OTHERWINE","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Poivres, Sels, en:groceries",not-applicable,2,,,,,,,,,
5900020000576,Poland,Nesquik,"Nestlé,Nesquik",,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty śniadaniowe,Zboża i ziemniaki,Zboża i produkty zbożowe,Kakao i produkty na bazie kakao,Płatki śniadaniowe,en:Chocolate cereals,en:Cocoa and chocolate powders,Zboża ekstrudowane,en:Chocolate wheat shells",unknown,4,,,,,,,,,
5900102020584,Poland,Truskawkowa czekolada nadziewana,Wawel,Biedronka,"Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, Czekolada, en:Filled chocolates, Czekolada nadziewana",e,4,,,,,,,,,
5901716989434,Poland,Budyń smak śmietankowy,"Krüger, Twój Deser",Biedronka,"en:Cooking helpers, en:Dessert mixes, Budyń w proszku",c,4,,,,,,,,,
8712100867620,Poland,Rosół z kury z makaronem,Knorr,"Auchan,E. Leclerc","Meals, Dried products, Dried products to be rehydrated, Soups, Broths, Dried meals, Dehydrated broths, Dehydrated soups, Bouillon pots, Dehydrated broth with meat and vegetables, Dehydrated soup with chicken and vegetables",c,4,,,,,,,,,
5900962011593,Poland,Kabanosy z kurczaka,Konspol,Biedronka,"Viandes et dérivés, Charcuteries, Saucisses, Poulet et dérivés, Préparations de viande, Préparations au poulet, Saucisses de volaille, Saucisses de poulet, Produits carnés polonais, pl:Kabanosy",e,3,,,,,,,,,
5900512982120,Poland,Mleko UHT bez laktozy,"SM Mlekowita S.A.,Mleczna Dolina",Biedronka,"Nabiał, Mleko, en:Homogenized milks, Mleko UHT, Mleko bez laktozy",c,,,,,,,,,,
4014400907612,Poland,Śmiej żelki kwaśne,Nimm2,,,unknown,4,,,,,,,,,
3560071083991,Poland,Noix de cajou,Carrefour,"Carrefour,carrefour.fr","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Snacks, Snacks salés, Fruits à coques et dérivés, Fruits à coques, Fruits à coque grillés, Fruits à coque salés, Noix de cajou, Noix de Cajou grillées, Noix de cajou salées",c,3,,,,,,,,,
5902367400385,Poland,Krem Orzechowy klasyczny,NaturAvena,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Strączkowe i produkty strączkowe, Smarowidła, Roślinne smarowidła, en:Oilseed purees, en:Legume butters, Masło z orzeszków ziemnych",b,1,,,,,,,,,
20226732,Poland,"Sirup, Vanille",Bellarom,,Sirops,unknown,,,,,,,,,,
3560070468751,Poland,Spaghetti,Carrefour,Carrefour,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Céréales et dérivés, Pâtes alimentaires, Pâtes alimentaires de céréales, Pâtes sèches, Pâtes de blé dur, Spaghetti, Spaghettis de blé dur",a,1,,,,,,,,,
20343255,Poland,Sasanki,Lidl sondey,Lidl,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Oatmeal biscuits",e,4,,,,,,,,,
5902180081334,Poland,,,,,unknown,,,,,,,,,,
5905784335476,Poland,Kukurydza Konserwowa,Carrefour,Carrefour,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Konserwy, Zboża i ziemniaki, Produkty na bazie warzyw i owoców, Konserwy roślinne w puszkach i słoikach, Zboża i produkty zbożowe, Produkty na bazie warzyw, Warzywa w puszcze, en:Canned cereals, Kukurydza w puszce",b,3,,,,,,,,,
20206765,Poland,Rote Bete Saft,Solevita,Lidl,"Getränke und Getränkezubereitungen, Pflanzliche Lebensmittel und Getränke, Getränke, Pflanzliche Getränke, Gemüse basierte Lebensmittel und Getränke, Säfte und Nektare, Gemüse basierte Getränke, Gemüsesäfte",c,1,,,,,,,,,
5901067404518,Poland,,,,,unknown,,,,,,,,,,
7622210788078,Poland,Choco brownie,Milka,,"Snacks, Sweet snacks, Biscuits and cakes, Cakes, en:brownies",e,4,,,,,,,,,
5901588047829,Poland,Mieszanka wedlowska,Wedel,,"Snacks, Sweet snacks, en:chocolate-candies",e,,,,,,,,,,
5900334000835,Poland,Tymbark Pomarańcza Brzoskwinia,Tymbark,,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe",e,4,,,,,,,,,
5900649050327,Poland,Cappuccino vanilla,Mokate,Epicure market,"Plant-based foods and beverages, Beverages, Plant-based foods, Coffees, Instant beverages, Instant coffees, Coffee drinks",unknown,4,,,,,,,,,
5900020000774,Poland,Corn flakes,Nestlé,,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty śniadaniowe,Zboża i ziemniaki,Zboża i produkty zbożowe,Płatki śniadaniowe,Płatki,en:Cereal flakes,Zboża ekstrudowane,Płatki ekstrudowane,Płatki kukurydziane",a,4,,,,,,,,,
5901414204495,Poland,Kakaowe herbatniki,"Bahlsen,Krakuski",MarketVita,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits",e,4,,,,,,,,,
3083681068191,Poland,Minipack Zwarte Bonen,Bonduelle,"Delhaize,Albert Heijn,Maxima","Plantaardige levensmiddelen en dranken, Plantaardige levensmiddelen, Bonen- en afgeleide producten, Conserven, Bonen, Conserven Producten in blik/pot, Bonen in blik/pot, Gewone bonen in blik/pot, en:canned-kidney-common-beans",a,4,,,,,,,,,
5907814660008,Poland,Almonds,Bio Planet S.A.,,,unknown,,,,,,,,,,
5901549486339,Poland,Pestki Słonecznika,Bionurt,,,unknown,,,,,,,,,,
20949150,Poland,Chia,Alesto,Lidl,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Condiments,Seeds,Cereals and their products,Cereal grains,Chia,Groceries",a,1,,,,,,,,,
5907814662439,Poland,White rice short grain,Bio Planet,,,unknown,,,,,,,,,,
5903263998181,Poland,Jajka ekologiczne,Invest Michel,,,unknown,,,,,,,,,,
8437011117441,Poland,Extra VirginOlive Oil,Beneoliva,,,unknown,,,,,,,,,,
5201193700028,Poland,Linguini,Melissa,,,unknown,,,,,,,,,,
5903111808471,Poland,Nasiona Chia,Look Food,,,unknown,,,,,,,,,,
5905162000033,Poland,Ogórki kiszone,Kuchnia Polska,Rewe,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Frucht- und gemüsebasierte Lebensmittel,Gemüse basierte Lebensmittel und Getränke,Konserven,Gemüsebasierte Lebensmittel,Konserven-Produkte auf pflanzlicher Basis,Eingelegte Lebensmittel,Gemüse,Gemüsekonserven,Gurken,Pflanzliches eingelegtes Pflanze,Eingelegtes Gemüse,en:Small cucumbers,en:Gherkins,Eingelegte Gurken",c,3,,,,,,,,,
2722053003019,Poland,Twaróg Śmietankowy,Garwolin,,,unknown,,,,,,,,,,
5902310015666,Poland,Salami na kanapkę,Sokołów,,"Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Wieprzowina i jej produkty, en:Cured sausages, Wieprzowina, Salami",e,4,,,,,,,,,
3245414667181,Poland,Crêpes jambon emmental,Carrefour,"Carrefour,carrefour.fr","Plats préparés, Crêpes et galettes, Crêpes, Crêpes fourrées, Crêpes fourrées salées, Crêpes au fromage, Crêpes au jambon",c,4,,,,,,,,,
2000000078380,Poland,,,,Bugs,unknown,,,,,,,,,,
4316268577328,Poland,Nuss-Nougat-Creme,Nussetti,,"produkty-śniadaniowe, smarowidła, słodkie-smarowidła, fr:pâtes-à-tartiner, en:chocolate-spreads, pl:produkty-śniadaniowe, en:słodkie-produkty-do-smarowania",e,4,,,,,,,,,
20818784,Poland,Sok Tłoczony Jabłkowo Aroniowy,Solevita,Lidl,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Soki owocowe, Soki wieloowocowe",c,1,,,,,,,,,
5900552053163,Poland,Ultra black,Frugo,Dino,"Żywność i napoje na bazie roślin,Napoje,Napoje na bazie roślin,Napoje owocowe",unknown,4,,,,,,,,,
20859688,Poland,"Chleb żytni z pełnego ziarna żyta, razowy",Lidl,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Chleb",a,3,,,,,,,,,
7622300644635,Poland,San lakotki Buttery biscuits,"San,Mondelez",MarketVita,Biscuits,e,4,,,,,,,,,
5902057003155,Poland,Jogurt naturalny z wapniem,Tola,Biedronka,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Desery,Desery mleczne,Fermentowane desery mleczne,Jogurty,en:Plain fermented dairy desserts,Jogurty naturalne",a,4,,,,,,,,,
5907437363348,Poland,Mieszanka płatków zbożowych z rodzynkami i orzechami laskowymi,"Biedronka, Brüggen Polska",Biedronka,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Zboża i ziemniaki, Zboża i produkty zbożowe, Płatki śniadaniowe, Musli",a,4,,,,,,,,,
9120025833726,Poland,Bakery d'Oro Pandispan cu crema tiramisu cu lapte,Bakery d'Oro,,"Gustări, en:Desserts, Gustări dulci, Biscuiți și prăjituri, en:Cocoa and its products, en:Confectioneries, en:Chocolate candies, Batoane, Paleuri de ciocolată, Miniprajituri pe baza de lapte",e,4,,,,,,,,,
20320003,Poland,,Alesto,Lidl,"Biljne hrane i pića,Hranu biljnog podrijetla,Sjemenke,Sjemenke suncokreta i njihovi proizvodi,Sjemenke suncokreta,Pržene sjemenke suncokreta,Oljuštene sjemenke suncokreta,Pržene oljuštene sjemenke suncokreta",b,3,,,,,,,,,
5902221668036,Poland,DayUp,,,Peach Oatmeal Fruit,c,1,,,,,,,,,
5900552059974,Poland,Vitamin Water,4move,,"Băuturi, Apa, Bauturi racoritoare cu vitamine",c,4,,,,,,,,,
5900014002050,Poland,,,,"Beverages and beverages preparations, Beverages, Non-alcoholic beverages, Non-alcoholic beers, en:beers",not-applicable,3,,,,,,,,,
5902367405915,Poland,Cubes,NaturAvena,,"Produits déshydratés, Produits lyophilisés à reconstituer, Bouillons, Bouillons déshydratés, Bouillons cubes, en:groceries",unknown,,,,,,,,,,
90426230,Poland,Milka Choco Snack,Milka,,"Przekąski,Słodkie przekąski,Kakao i produkty na bazie kakao,Cukiernie,Batoniki,en:Biscuits and cakes,Cukierki czekoladowe,Herbatnik,en:bars-covered-with-chocolate,en:Chocolate confectionery with dairy filling,en:Coated chocolate bar without biscuit",e,4,,,,,,,,,
5902367402303,Poland,Pomidory,NaturAvena,,,unknown,,,,,,,,,,
4014500511702,Poland,Belriso,zott,,"Nabiał, Żywność fermentowana, Desery, Fermentowane produkty mleczne, Desery mleczne, Fermentowane desery mleczne, Jogurty",unknown,4,,,,,,,,,
20034467,Poland,Ryż na mleku z 15% sosem czekoladowym.,"Pilos,Milbona",Lidl,"Desery, en:Puddings, Puddingi ryżowe",c,4,,,,,,,,,
5901346210359,Poland,,,,,unknown,,,,,,,,,,
5900397012455,Poland,Extra konfitura z wiśni,Łowicz,,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Breakfasts,Spreads,Fruits based foods,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Cherry jams",d,4,,,,,,,,,
8710482532808,Poland,Gemengde chocolade kruidnoten,Bolletje,,"Snacks, Zoete snacks, Cacao en afgeleide producten, Zoetwaren, Chocoladesnoep, Pralines",unknown,4,,,,,,,,,
5900562001147,Poland,Wieprzowina w sosie wlasnym,Sokołów,,"Konserwy, Produkty na bazie mięsa, Mięsa, Konserwy mięsne",d,4,,,,,,,,,
3700389708036,Poland,Moulin long au Sel à la truffe,A'ROM,"PINE APPLE,OTHERWINE,TJX,CABESTO,DU BRUIT DANS LA CUISINE","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Condiments, Epices, Poivres, Sels, en:groceries",not-applicable,2,,,,,,,,,
3560070252268,Poland,Fibra original,Carrefour,Carrefour,"Cibi e bevande a base vegetale, Cibi a base vegetale, Colazioni, Cereali e patate, Cereali e i loro prodotti, Cereali da colazione, Fiocchi, Fiocchi di cereali, Cereali estrusi, Fiocchi estrusi, en:Extruded wheat flakes",a,3,,,,,,,,,
5900643025604,Poland,Kefir,Danone,,"Napoje, Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Napoje mleczne, Napoje fermentowane, en:Fermented milk drinks, Kefir",b,1,,,,,,,,,
7622210998767,Poland,Czekolada mleczna z mleka alpejskiego z kremem kakaowym.,Milka,,"pl:Czekolada-nadziewana, en:milk-chocolates",e,4,,,,,,,,,
7904852000399,Poland,Makaron Spaghetti,Goliard,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Zboża i produkty zbożowe, Makarony",a,1,,,,,,,,,
4335896760230,Poland,Dinkelkörner,Kaufland,Kaufland,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Getreide und Kartoffeln, Samen, Getreideprodukte, Getreidekörner, Triticum, Dinkel",a,1,,,,,,,,,
20060800,Poland,Kiełbasa śląska,"Pikok,Lidl",Lidl,"Produkty na bazie mięsa,Mięsa,Mięsa przetworzone,Kiełbasy,en:Kiełbasa",d,4,,,,,,,,,
5902180470336,Poland,Wafle ryżowe w czekoladzie mlecznej,Sonko,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przekąski, Zboża i ziemniaki, Słodkie przekąski, Zboża i produkty zbożowe, en:Puffed cereal cakes, Wafle ryżowe, en:Puffed rice cakes with milk chocolate",e,4,,,,,,,,,
8690105000115,Poland,,Çaykur,,"Boissons et préparations de boissons,Aliments et boissons à base de végétaux,Boissons,Boissons chaudes,Boissons à base de végétaux,Thés,Thés noirs",b,1,,,,,,,,,
3700195677649,Poland,Crousty Buns cœur chocolat,,,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits, Biscuits fourrés",unknown,,,,,,,,,,
5903034425762,Poland,Polish Honey multiflower,Mazurskie Miody,Lidl,"Breakfasts,Spreads,Sweet spreads,Bee products,Farming products,Sweeteners,Honeys,Flower honeys",e,,,,,,,,,,
