code,market,product_name,brands,stores,categories,nutriscore_grade,nova_group,ecoscore_grade,image_url,image_front_url,image_front_small_url,energy-kcal_100g,sugars_100g,salt_100g,fat_100g,proteins_100g
00013029,Poland,Cheddar,McDonald's,McDonald's,"Produits laitiers, Produits fermentés, Produits laitiers fermentés, Fromages, Fromages de vache, Fromages du Royaume-Uni, Fromages d'Angleterre, Fromages en tranches, Cheddars, Cheddar en tranches",unknown,4,,,,,,,,,
0038900012267,Poland,Tropical Gold Pineapple slices in 100% pineapple juice,Dole,,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Canned foods, Desserts, Canned plant-based foods, Fruits based foods, Fruits, Canned fruits, Tropical fruits, Fruits in syrup, Pineapple, Pineapple in syrup, Canned pineapples, en:canned-fruits-in-juice",b,1,,,,,,,,,
0070177247454,Poland,,,,en:teas,unknown,,,,,,,,,,
0072965552511,Poland,Salt water taffy autumn mix,,,"Snacks, Sweet snacks, Confectioneries",e,4,,,,,,,,,
0074603003287,Poland,Ramen kimchi,"NongshimSamyang,SamYang","Paris Store,Carrefour","Żywność i napoje na bazie roślin,Żywność na bazie roślin,Posiłki,Produkty suszone,Makarony,en:Dried products to be rehydrated,Kluski,Makarony instant,Zupy z makaronem instant",unknown,4,,,,,,,,,
0084909002341,Poland,Rote Currypaste,"Cock Brand, Thai World Import & Export Co.",,,e,3,,,,,,,,,
07281224,Poland,,,,,unknown,,,,,,,,,,
0819538000075,Poland,Sparkling pink lemonade,"Effervé,Eurobubblies Inc.",,"Beverages, Carbonated drinks, Sodas, Lemonade, Sweetened beverages",e,4,,,,,,,,,
10041475,Poland,Red onions,Tesco,Tesco,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przyprawy, Produkty na bazie warzyw i owoców, en:Culinary plants, Produkty na bazie warzyw, en:Onions and their products, Cebula, en:Red onions",c,,,,,,,,,,
1103086260005,Poland,"Lingonberry jam, organic",IKEA,IKEA,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Spreads,Plant-based spreads,Sweet spreads,Fruit and vegetable preserves,Jams,Berry jams,Blueberry jams,Bilberry jams,Lingonberries jams",d,4,,,,,,,,,
1200288900002,Poland,Sås Senap & Dill - Sauce à la moutarde et à l'aneth,IKEA,Ikea,"Condiments, Sauces, Moutardes",d,4,,,,,,,,,
1303847420000,Poland,KAFFEREP,IKEA,IKEA,"Snacks, Snacks sucrés, Biscuits et gâteaux, Biscuits",e,4,,,,,,,,,
16811207,Poland,petit déjeuner miel et pépites de chocolat,TOBLERONE,,"Snacks,Breakfasts,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Biscuits,Dry biscuits,Breakfast biscuit,Breakfast biscuit with cereals fortified with vitamins and chemical elements",e,4,,,,,,,,,
2000000018904,Poland,Boletus Edulis in Can,Délices des Bois,Lesne Skarby,en:Mushroom in sunflower oil,c,3,,,,,,,,,
2000000024993,Poland,Tomato Ketchup,McDonald's,McDonald's,"Condimentos,Molhos,Molhos de tomate,Ketchup,en:Tomato Ketchup,en:Groceries",d,4,,,,,,,,,
2000000040676,Poland,Hořčicová omáčka,McDonalds,,"en:Condiments, en:Sauces, Hořčice, en:groceries",unknown,,,,,,,,,,
2000000070495,Poland,maizena,,,,unknown,,,,,,,,,,
20000653,Poland,Doce Extra Fresa Morango,Maribel,Lidl,"Cibi e bevande a base vegetale,Cibi a base vegetale,Cibi a base di frutta e verdura,Colazioni,Spalmabili,Cibi a base di frutta,Spalmabili a base di piante,Spalmabili dolci,Conserve di frutta,Confetture e marmellate,Confetture di frutti di bosco,Confetture di agrumi,Marmellate,Confetture di fragole,Confettura extra",d,4,,,,,,,,,
20001360,Poland,Stracciatella Premium Eis,Bon Gelati,Lidl,"Desserts, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Speiseeis, Eisbecher, en:Stracciatella ice cream tubs",d,4,,,,,,,,,
20001407,Poland,Bon Gelati Eiscreme mit Schlagsahne,"Bon Gelati, Gelatelli",Lidl,"Milchprodukte, Desserts, Milchnachspeisen, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Schokoladendesserts, Speiseeis, Eisbecher, Eisbecher Schokolade",d,4,,,,,,,,,
20002589,Poland,Lasagne Bolognese,"Chef Select,Lidl",Lidl,"Produtos à base de carne,Refeições,Pratos de massa,Refeições com carne,Lasanha preparada,Refeiçoes com porco,en:Meat lasagnas,Refeições para micro-ondas,en:Bolognese lasagne",c,4,,,,,,,,,
20003234,Poland,Müsli Multifrucht,Crownfield,Lidl,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Bircher-style mueslis,Mueslis with fruits,Bircher-style mueslis with fruits",b,3,,,,,,,,,
20003395,Poland,Haselnüsse gemahlen,"Belbake, Lidl",Lidl,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Fette, Nüsse und Nussprodukte, Pflanzenfette, Nüsse, Haselnüsse, Nusskerne, Geschälte Haselnüsse, Haselnusspulver",a,2,,,,,,,,,
20004408,Poland,Rodekool Chou rouge,"Alpenfest style, Freshona, Freshona - Lidl, Alpen Fest style",Lidl,"Alimentos y bebidas de origen vegetal, Alimentos de origen vegetal, Frutas y verduras y sus productos, Conservas, Verduras y hortalizas y sus productos, Alimentos de origen vegetal en conserva, Hortalizas, Verduras y hortalizas en conserva, Verduras de hoja, Repollos, Lombardas",a,3,,,,,,,,,
20005726,Poland,Nut & Fruit Mix Classic,Alesto,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Snacks,Produits déshydratés,Fruits et produits dérivés,Aliments à base de plantes séchées,Fruits secs,en:dried-mixed-fruits,Mélange apéritif de graines et fruits séchés,Mélange apéritif de graines et raisins secs,en:nuts-with-dried-fruits",d,1,,,,,,,,,
20005733,Poland,"Walnusskerne, angebrochen",Alesto,Lidl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Nüsse und Nussprodukte,Nüsse,Nusskerne,Walnüsse,Walnusskerne",a,1,,,,,,,,,
20005825,Poland,Melk Lait,Fin Carré,Lidl,"Svačiny,Sladké svačiny,en:Cocoa and its products,Čokolády,Mléčné čokolády",e,,,,,,,,,,
20013578,Poland,Rapsöl,Vita d'Or,Lidl,"Pflanzliche Lebensmittel und Getränke,Pflanzliche Lebensmittel,Fette,Pflanzenfette,Pflanzenöle,Rapsöle",b,,,,,,,,,,
20022464,Poland,NOIR INTENSE 74% CACAO,fin CARRÉ,Lidl,"Snacks,Sweet snacks,Cocoa and its products,Chocolates,Dark chocolates,Extra fine dark chocolates,Cacao-et-derives",e,4,,,,,,,,,
20026752,Poland,Piri-Piri,"Sol & Mar, Lidl, Lidl Sol & Mar",Lidl,"Condiments,Sauces,Hot sauces,Hot-chilli,Chili peppers",not-applicable,4,,,,,,,,,
20029968,Poland,,Sondey,Lidl,"Lanches comida,Lanches doces,Biscoitos e Bolos,en:Biscuits and crackers,Biscoitos",e,4,,,,,,,,,
20036232,Poland,Dominos dark chocolate,Favorina,Lidl,"Imbiss,Süßer Snack,Kakao und Kakaoprodukte,Süßwaren,Festtagsessen,Schokoladenkonfekt,Pralinen,Dominosteine",e,4,,,,,,,,,
20037680,Poland,"Mleko zagęszczone 7,5%",Pilos,Lidl,"Produits laitiers,Laits (fluide et poudre),Laits,Laits concentrés,Laits concentrés non sucrés,Laits condensés,Lait concentré entier non sucré",e,4,,,,,,,,,
20039486,Poland,Gurkensticks,Freshona,LIDL,"Növényi alapú élelmiszerek és italok,Növényialapú élelmiszerek,Gyümölcsök és zöldségek alapú élelmiszerek,Konzervek,Zöldség alapú élelmiszerek,Növényialapú élelmiszerek konzervben,Savanyúságok,Zöldségkonzervek,Növényi savanyúságok,Zöldséges savanyúság,Savanyú uborka,en:Gherkins",c,4,,,,,,,,,
20041663,Poland,SARDINE IN ULEI,NIXE,LIDL,"Productos del mar,en:Fishes and their products,Conservas,Pescados,en:Fatty fishes,Conservas de pescado,Sardinas,Sardinas en conserva,Sardinas en aceite,Sardinas en aceite de girasol",d,3,,,,,,,,,
20044350,Poland,Iodised Salt,ChanteSel,Lidl,Sea igneous white salt for human consumption with added iodine,not-applicable,2,,,,,,,,,
20046347,Poland,Cocos & choco minis,Mister Choc,Lidl,"Snacks, Snacks sucrés, Cacao et dérivés, Confiseries, Confiseries chocolatées, Barres, Barres chocolatées",e,4,,,,,,,,,
20047238,Poland,Nussmix,Alesto,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Fruits à coques et dérivés,Fruits à coques,Mélanges de fruits à coque",c,1,,,,,,,,,
20052621,Poland,Mąka pszenna,Castello,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Mąki",a,,,,,,,,,,
20053963,Poland,Ryż biały długoziarnisty,Golden Sun,lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Nasiona, Zboża i produkty zbożowe, en:Cereal grains, Ryże, Ryż biały",b,1,,,,,,,,,
20059903,Poland,Glace Erdbeer Strawberry ice cream premium,"Bon Gelati, Gelatelli",Lidl,"Desserts, Tiefkühlprodukte, Tiefkühl-Desserts, Speiseeis und Sorbets, Speiseeis, Eisbecher, en:Strawberry ice cream tubs",d,4,,,,,,,,,
20063757,Poland,spaghetti,"Combino,Italiamo,Lidl",Lidl,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Pastas,Cereal pastas,Dry pastas,Durum wheat pasta,Spaghetti,Durum wheat spaghetti,Whole-wheat-spaghetti",a,1,,,,,,,,,
20069490,Poland,Pesto alla Genovese,Baresa,Lidl,"Condiments, Sauces, Pasta sauces, Pestos, Green pestos, Groceries",d,4,,,,,,,,,
20072483,Poland,Piada sfogliata,ITALIAMO,LIDL,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Pains,Pains plats,Pains blancs,Piadina",d,3,,,,,,,,,
20077242,Poland,Baton musli jabłko,KINDER'S,,,unknown,4,,,,,,,,,
20078683,Poland,Sweet Corner Mixed Fruit Flavour Drops,Lidl,Lidl,"Snacks, Sweet snacks, Confectioneries, Caramels",e,4,,,,,,,,,
20080204,Poland,Edel Herbe Sahneschokolade,fin carré,Lidl,"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Schokoladen, Milchschokoladen, Sahneschokoladen",e,4,,,,,,,,,
20080662,Poland,Muesli Bars Chocolate & Banana,"Crownfield, Lidl",Lidl,"Snacks, Sweet snacks, Bars, Cereal bars, Chocolate cereal bars, Fruits cereal bars, Banana cereal bars",e,4,,,,,,,,,
20081072,Poland,Edelmarzipan-Brot Zartbitter,"Favorina, Lidl",Lidl,"Imbiss, Süßer Snack, Süßwaren, Festtagsessen, Weihnachtliches Essen und Getränke, Marzipan",e,4,,,,,,,,,
20088637,Poland,Petit Saint-Paulin croute naturelle,Chêne d'Argent,Lidl,"Produits laitiers,Produits fermentés,Produits laitiers fermentés,Fromages,Fromages de vache,Fromages à pâte pressée non cuite,Fromages pasteurisés,Saint-Paulin",unknown,3,,,,,,,,,
20103699,Poland,,"Vitasia, Combino, Vitasia China, Vitasia Chinese Style",Lidl,"Plant-based foods and beverages,Plant-based foods,Pastas,Noodles,Chinese noodles",b,,,,,,,,,,
20127503,Poland,Galaretki o smaku wiśniowym w czekoladzie,"Czekolateria,Lidl",Lidl,"Przekąski, Słodkie przekąski",e,4,,,,,,,,,
20130596,Poland,Beeren-Mischung mit Sauerkirschen,fresona,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Frozen foods, Fruits based foods, Frozen plant-based foods, Fruits, Berries, Frozen fruits, Frozen mixed fruits, Frozen berries, Frozen mixed berries",a,1,,,,,,,,,
20137694,Poland,Bio Organic Weisser Quinoa,Golden Sun,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Graines, Céréales et dérivés, Céréales en grains, Quinoa",a,1,,,,,,,,,
20137700,Poland,,"Crownfield,Golden Sun,Lidl,Märsch",Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Céréales et pommes de terre,Graines,Céréales et dérivés,Céréales en grains,Chia",a,1,,,,,,,,,
20141875,Poland,Bio Pomidor i warzywa,"Biotrend, Solevita",Lidl,"Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Żywność i napoje na bazie warzyw, Soki i nektary, Napoje na bazie warzyw, Sok warzywny",b,3,,,,,,,,,
20144968,Poland,Beurre doux Bio,"Envia, Milbona",Lidl,"Lácteos, Aceites y grasas, Untables, Grasas para untar, Grasas animales, Grasas de la leche, en:dairy-spread, Mantequillas, Mantequila sin sal",e,2,,,,,,,,,
20153229,Poland,Mais klein,Freshona,Lidl,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Cereals and potatoes,Vegetables based foods,Canned plant-based foods,Cereals and their products,Canned vegetables,Canned cereals,Canned corn,Canned sweet corn",b,3,,,,,,,,,
20154691,Poland,Coeurs pain d'épices chocolat noir,"Favorina,Aachener Zucker und Backwaren Paul Schaeffer,Lidl",Lidl,"Snacks,Sweet snacks,Biscuits and cakes,Gingerbreads,Filled gingerbreads covered with chocolate",e,4,,,,,,,,,
20164041,Poland,Sugo al pomodoro con basilico,Italiamo,Lidl,Tomatsåser med basilika,a,3,,,,,,,,,
20173074,Poland,CEAPA PRĂJITĂ,Kania,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Légumes et dérivés,Oignons et dérivés,Oignons frits,en:Dried fried onions",e,3,,,,,,,,,
20184728,Poland,GRISSINI ROSEMARY with extra virgin olive oil,Snack Day,Lidl,"plant-based-foods-and-beverages, plant-based-foods, snacks, cereals-and-potatoes, salty-snacks, appetizers, breads, da:crackers, breadsticks",d,4,,,,,,,,,
20198084,Poland,"Pulpe de tomates, basilic & origan",Baresa,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Conserves, Légumes et dérivés, Aliments à base de plantes en conserve, Légumes, Légumes en conserve, Tomates et dérivés, Tomates, Tomates en conserve, Pulpes de tomates, en:Chopped tomatoes",a,3,,,,,,,,,
20198107,Poland,Peeled Tomatoes in tomato juice,"Baresa,Lidl",Lidl,"Biljne hrane i pića,Hranu biljnog podrijetla,Hrana na bazi voća i povrća,Konzervirana hrana,Hrana na bazi povrća,Konzervirana hrana biljnog podrijetla,Povrće,Konzervirano povrće,en:Pasteurised products,Rajčice i njihovih proizvoda,Rajčice,Rajčice iz konzerve,Pelata",b,,,,,,,,,,
20199876,Poland,Aurinkokuivattuja tomaatteja,Baresa,Lidl,"Kasvipohjaiset ruoat ja juomat, Kasvipohjaiset ruoat, Hedelmä- ja vihannespohjaiset ruoat, Kasviperäiset ruoat, Kuivatut tuotteet, Kuivatut kasvipohjaiset tuotteet, Tomaatit ja tomaattituotteet, Kuivatut vihannekset, Kuivatut tomaatit, Kuivattuja tomaatteja öljyssä",d,3,,,,,,,,,
20202859,Poland,,Crownfield,Lidl,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereals with fruits,Mueslis,Mueslis with fruits",d,4,,,,,,,,,
20209957,Poland,Kasza gryczana prażona,Kuchnia Lidla,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Nasiona, Zboża i produkty zbożowe, Ziarna zbóż, Kasza, Gryka",a,1,,,,,,,,,
20214432,Poland,,Golden Sun,Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Petit-déjeuners",a,1,,,,,,,,,
20229030,Poland,Avocados,Lidl,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Tropical fruits, Avocados",a,1,,,,,,,,,
20233655,Poland,Halva,eridanus,Lidl,"Przekąski, Słodkie przekąski, en:Confectioneries, Chałwa",e,4,,,,,,,,,
20245726,Poland,Pommes Rouges,Oaklands,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Pommes, Fruits frais, Pommes fraîches",unknown,1,,,,,,,,,
20252120,Poland,Rajčatový protlak,"Kania, Lidl, Mikado",Lidl,"Żywność i napoje na bazie roślin,Żywność na bazie roślin,Produkty na bazie warzyw i owoców,Produkty na bazie warzyw,Pomidory i produkty z pomidorów,Koncentrat pomidorowy",b,,,,,,,,,,
20253929,Poland,Ananas en tranches au sirop léger,Freshona,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Conserves, Desserts, Aliments à base de plantes en conserve, Fruits en conserve, Fruits au sirop, Ananas au sirop, Ananas en conserve",a,1,,,,,,,,,
20255428,Poland,Tapioca and prawn crackers classic,"Snack Day, Lidl, Vitasia",Lidl,"Snacks, Salty snacks, Appetizers, Chips and fries, Crisps, Cassava crisps, fr:chips-de-manioc-a-la-crevette",e,3,,,,,,,,,
20267605,Poland,Cashew Nuts,Alesto,Lidl,"Plant-based foods and beverages,Plant-based foods,Nuts and their products,Nuts,Cashew nuts",b,1,,,,,,,,,
20272760,Poland,Caramel et biscuit,"Krüger,Ludwig Schokolade,Mister Choc",Lidl,"Snacks,Sweet snacks,Biscuits and cakes,Biscuits and crackers,Cocoa and its products,Confectioneries,Biscuits,Chocolate candies,Bars,Chocolate biscuits,Candy chocolate bars,Caramels",e,4,,,,,,,,,
20281151,Poland,Crème brûlée,Deluxe,Lidl,"Dairies,Desserts,Dairy desserts,Crème brûlée",d,4,,,,,,,,,
20293727,Poland,Grüne Oliven mit Knoblauch,Eridanous,,,e,3,,,,,,,,,
20305826,Poland,,"Lidl Peri, Onuba Fruit, Zalama, Lidl",Lidl,"Aliments et boissons à base de végétaux,Aliments d'origine végétale,Aliments à base de fruits et de légumes,Fruits et produits dérivés,Fruits,Fruits rouges,Fruits frais,Myrtilles,Myrtilles fraîches",c,1,,,,,,,,,
20316488,Poland,Dattelcherrytomaten,Glensallagh,Lidl,"Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Gemüsebasierte Lebensmittel, Gemüse, Frische Nahrungsmittel, Frische pflanzliche Lebensmittel, Tomaten und Tomatenprodukte, Frisches Gemüse, Tomaten, Kirschtomaten, Frische Tomaten",a,1,,,,,,,,,
20322137,Poland,Sardines in sunflower oil,Nixe,Lidl,"Seafood, Canned foods, Fishes, Fatty fishes, Canned fishes, Sardines, Canned sardines, Sardines in oil",b,3,,,,,,,,,
20348960,Poland,Glace café (noblissima) 1litre,Gelatelli,Lidl,"en:Desserts, en:Frozen foods, en:Frozen desserts, en:Ice creams and sorbets, Sladoled, Dairy-ice-cream",d,4,,,,,,,,,
20351939,Poland,Tortellini viande,chef select,LIDL,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Meals, Pasta dishes, Pastas, Stuffed pastas, Fresh pasta, Tortellini, Meat tortellinis, Tortelloni",d,4,,,,,,,,,
20353889,Poland,Traube- Nuss Müsli,"Crownfield,Lidl",Lidl,"Biljne hrane i pića,Hranu biljnog podrijetla,Doručci,Žitarice i krumpir,Žitarica i njihovih proizvoda,Žitarice za doručak,Müsli,Žitarice s orasima,Musli s orasima",a,3,,,,,,,,,
20368197,Poland,White Chocolate,fin CARRE,Lidl,"Imbiss, Süßer Snack, Kakao und Kakaoprodukte, Schokoladen, Weiße Schokoladen",e,4,,,,,,,,,
20388874,Poland,Tahini with cocoa,Eridanous,Lidl,Produkty śniadaniowe,e,4,,,,,,,,,
20401771,Poland,Chocolate mosse dessert,"Italiamo,Lidl,Taste of Asia",Lidl,"Desserts,Tartufo",e,4,,,,,,,,,
20411978,Poland,BRITISH MILK SKIMMED,ASDA,"Lidl, Asda","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, Pastas, Dry pastas, Lasagna sheets, it:lasagne",a,1,,,,,,,,,
20422103,Poland,ground chili peppers in olive oil,"LIDL, italiamo, Deluxe",Lidl,"Plant-based foods and beverages, Plant-based foods, Condiments, Spices, Chili peppers, Chili peppers in oil",not-applicable,3,,,,,,,,,
20428761,Poland,Ser cheddar w plastrach,Valley Spire,Lidl,"Nabiał,Żywność fermentowana,Fermentowane produkty mleczne,Sery,Ser krowi,Sery ze Zjednoczonego Królestwa,Sery angielskie,Cheddar",d,3,,,,,,,,,
20441470,Poland,Jus multifruits,Solevita,Lidl,"Żywność i napoje na bazie roślin,Napoje,Napoje na bazie roślin,Napoje owocowe,Soki i nektary,Soki owocowe,Soki wieloowocowe,en:squeezed-juices",d,1,,,,,,,,,
20443375,Poland,Azeitonas Lidl,Baresa,Lidl,"Plant-based foods and beverages, Plant-based foods, Canned foods, Pickles, Olive tree products, Plant-based pickles, Olives, Green olives, Pitted olives, Green pitted olives",d,3,,,,,,,,,
20468583,Poland,Kichererbsen,Sol & Mar,Lidl,"Plant-based foods and beverages,Plant-based foods,Legumes and their products,Canned foods,Legumes,Seeds,Canned plant-based foods,Legume seeds,Pulses,Chickpeas,Canned legumes,Canned chickpeas",a,3,,,,,,,,,
20469962,Poland,Cuscinelli Croccanti Sardi,Italiamo,Lidl,"snack, snacks-salati, antipasti, en:biscuits-and-crackers, crackers, en:puffed-salty-snacks, da:crackers",c,3,,,,,,,,,
20477301,Poland,,Solevita,Lidl,"Alimentos y bebidas de origen vegetal,Bebidas,Alimentos de origen vegetal,Bebidas de origen vegetal,Bebidas a base de frutas,Zumos y néctares,Zumos de frutas,Zumos de piña,Zumos exprimidos refrigerados,Zumos de piña exprimidos refrigerados",c,4,,,,,,,,,
20484804,Poland,Jalapeños,"El Tequito, Freshona, El Tequito - Lidl",Lidl,"Plant-based foods and beverages,Plant-based foods,Fruits and vegetables based foods,Canned foods,Condiments,Vegetables based foods,Canned plant-based foods,Pickles,Vegetables,Canned vegetables,Plant-based pickles,Pickled vegetables,Chili peppers,Sweet peppers,Pickled peppers,bg:Халапеньо",not-applicable,3,,,,,,,,,
20487942,Poland,Sun-Dried Tomatoes with sea salt,Baresa,Lidl,"Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Vegetables based foods, Dried products, Meals, Vegetables, Dried plant-based foods, Dried products to be rehydrated, Soups, Tomatoes and their products, Dried meals, Dried vegetables, Tomatoes, Dehydrated soups, Dried tomatoes, Dried tomato in oil",unknown,3,,,,,,,,,
20490706,Poland,Pizza Prosciutto e Mozzarella,Italiamo,LIDL,"Prodotti a base di carne, Alimenti surgelati, Pasti, Pizze e torte salate, Pasti con carne, Pizze, Piatti a base di carne di maiale, Pizze e torte surgelate, Pizza surgelata, Pizza prosciutto e formaggio",c,4,,,,,,,,,
20496913,Poland,Powidła śliwkowe z odmiany śliwki węgierki,Sympathica,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy",d,3,,,,,,,,,
20496920,Poland,dżem wiśniowy,sympathica,,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Smarowidła, Roślinne smarowidła, Słodkie smarowidła, Przetwory owocowe, Dżemy",c,4,,,,,,,,,
20498115,Poland,Herbata zielona z melisą i skórką cytryny ,Lord Nelson ,Lidl,,unknown,,,,,,,,,,
20501396,Poland,Tortilla wraps,Gräfschafer,Lidl,"żywność-i-napoje-na-bazie-roślin, żywność-na-bazie-roślin, zboża-i-ziemniaki, kanapki, chleb, en:flatbreads, en:white-breads, chleb-biały, en:wheat-flatbreads, it:tortilla",c,4,,,,,,,,,
20507640,Poland,Sól z przyprawami do pomidorów,Kania,,"Przyprawy, Sól",not-applicable,2,,,,,,,,,
20544898,Poland,Fix gulasz,Mikado,,"Condiments, Sauces, Groceries",unknown,,,,,,,,,,
20555313,Poland,Vollkorn Tortilla Wraps,Grafschafter,Lidl,"Aliments et boissons à base de végétaux, Aliments d'origine végétale, Céréales et pommes de terre, Pains, Pains plats, Pains blancs, Pains de blé, Tortillas de blé",a,4,,,,,,,,,
20561338,Poland,coconut milk,Freshona,Lidl,"Biljne hrane i pića, Hranu biljnog podrijetla, Konzervirana hrana, Kreme na biljnoj bazi, Biljne kreme za kuhanje, Kokosovo mlijeko i kreme",d,4,,,,,,,,,
20561864,Poland,Soba Noodles,Vitasia,Lidl,"Plant-based foods and beverages,Plant-based foods,Cereals and potatoes,Cereals and their products,Frozen foods,Pastas,Noodles,Soba",c,3,,,,,,,,,
20564933,Poland,Vinagre de arroz,Vitasia,Lidl,"Condimentos, Vinagres, Vinagres de arroz",not-applicable,2,,,,,,,,,
20569105,Poland,Apple Juice,"Solevita, Naturis, Vitafit",,,d,1,,,,,,,,,
20585242,Poland,Pure Parówki z Szynki,"Lidl, Pikok",Lidl,"Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Kiełbasy",e,4,,,,,,,,,
20620387,Poland,long grain rice,Golden Sun,Lidl,"Растителни храни и напитки,Растителни храни,Зърнени храни и картофи,Семена,Зърнени продукти,en:Cereal grains,Ориз,Кафяв ориз,Дългозърнест ориз",b,,,,,,,,,,
20624477,Poland,Zucker,Belbake,Lidl,"Sweeteners,Sugars,Caster sugars,Cukier-biały",e,2,,,,,,,,,
20645410,Poland,,Sol & Mar,Lidl,"Condiments, Sauces, Sauces tomate, Sauces tomate aux oignons",c,4,,,,,,,,,
20646752,Poland,Pur Jus de Mandarine,"SOL & MAR, Solevita",Lidl,"Aliments et boissons à base de végétaux, Boissons, Boissons à base de végétaux, Boissons aux fruits, Jus et nectars, Jus de fruits, Boissons sans sucre ajouté, Jus de fruits pur jus, Jus de mandarine, Jus de clémentine, en:Pure-mandarin-juice",c,1,,,,,,,,,
20649005,Poland,Ajo negro natural,"Deluxe,Lidl",Lidl,"Alimentos y bebidas de origen vegetal,Alimentos de origen vegetal,Frutas y verduras y sus productos,Condimentos,Verduras y hortalizas y sus productos,Plantas culinarias,Ajos y derivados,Ajos,en:Groceries",a,1,,,,,,,,,
20659523,Poland,Fig and almond cake,deluxe,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przekąski, Słodkie przekąski, en:Confectioneries, en:Festive foods, en:Christmas foods and drinks, Produkty suszone, en:Christmas sweets, Suszone produkty pochodzenia roślinnego, en:Dried fig cakes, es:Panes de frutas desecadas",c,3,,,,,,,,,
20690168,Poland,Alesto Jabłuszka Chrupiące plasterki,Alesto,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie owoców, Produkty suszone, Suszone produkty pochodzenia roślinnego, Suszone owoce, Apple chips",c,1,,,,,,,,,
20692230,Poland,Skyr Natural,Milbona,Lidl,"Laticínios,Alimentos Fermentados,Produtos lácteos fermentados,Queijos,Sobremesas,Sobremesas de laticínios,en:Fermented dairy desserts,en:Plain fermented dairy desserts,Queijos frescos,Skyrs,en:Plain skyrs",a,3,,,,,,,,,
20707170,Poland,Pestki dyni,Alesto,Lidl,"Żywność i napoje na bazie roślin, Żywność na bazie roślin, Przekąski, Słone przekąski, Nasiona, Orzechy i ich produkty, en:Pumpkin and Squash plant products, en:Cucurbitacea seeds, Pestki dyni i ich produkty, Pestki dyni, Pestki dyni łuskane",a,3,,,,,,,,,
20707330,Poland,Salted caramel premium ice cream,"Bon Gelati,GELATELLI",Lidl,"Desserts,Tiefkühlprodukte,Tiefkühl-Desserts,Speiseeis und Sorbets,Speiseeis,Eisbecher,Eiskrem Karamell",e,4,,,,,,,,,
20708177,Poland,Sour Bears extra sour,SugarLand ,,,unknown,,,,,,,,,,
